platform,text,link_count,emoji_count,hashtag_count,follower_ratio,duplicate_score,forward_count,urgent_words,rating,account_age_days,label
Website Review,Fake review buy now,1,3,10,0,0.93,13,5,3,1415,1
Instagram,Free followers now,1,6,21,1.15,0,26,3,0,1166,1
SMS,"Win ₹50,000 now click here",2,1,6,0,0,40,4,0,0,1
SMS,OTP for login is 445566,0,3,7,0,0,2,5,0,0,0
Email,Meeting scheduled tomorrow,2,2,2,0,0,34,5,0,0,0
WhatsApp,Forward this message and win prize,2,1,8,0,0,43,7,0,0,1
WhatsApp,Family meeting at 6 PM,0,2,2,0,0,34,2,0,0,0
Email,Your account suspended click link,2,2,9,0,0,32,8,0,0,1
Instagram,Free followers now,2,5,26,4.77,0,20,1,0,1310,1
YouTube,Very informative tutorial,2,5,4,0,0,19,4,0,1769,0
Email,Your account suspended click link,5,5,3,0,0,12,7,0,0,1
SMS,OTP for login is 445566,2,2,1,0,0,23,3,0,0,0
Website Review,Best product ever highly recommended,2,3,4,0,0.84,1,2,1,25,0
Email,Meeting scheduled tomorrow,0,4,4,0,0,8,4,0,0,0
Instagram,Free followers now,3,7,25,4.09,0,12,5,0,753,1
Email,Meeting scheduled tomorrow,1,0,6,0,0,21,0,0,0,0
WhatsApp,Family meeting at 6 PM,1,1,10,0,0,3,1,0,0,0
Instagram,Free followers now,2,6,25,2.63,0,11,2,0,594,1
YouTube,Earn money fast click here,1,6,1,0,0,9,3,0,1966,1
WhatsApp,Family meeting at 6 PM,0,2,0,0,0,7,1,0,0,0
SMS,"Win ₹50,000 now click here",1,4,5,0,0,18,4,0,0,1
Website Review,Fake review buy now,3,4,7,0,0.3,36,5,1,1895,1
WhatsApp,Family meeting at 6 PM,1,3,1,0,0,49,3,0,0,0
YouTube,Very informative tutorial,1,5,2,0,0,3,1,0,340,0
YouTube,Earn money fast click here,1,10,2,0,0,31,5,0,301,1
Instagram,Free followers now,2,6,29,3.05,0,25,4,0,1637,1
WhatsApp,Forward this message and win prize,4,1,6,0,0,27,4,0,0,1
Email,Meeting scheduled tomorrow,1,4,3,0,0,49,2,0,0,0
Website Review,Best product ever highly recommended,1,6,6,0,0.8,7,4,2,900,0
Instagram,Free followers now,3,7,28,2.99,0,43,5,0,577,1
Email,Your account suspended click link,2,3,7,0,0,9,9,0,0,1
WhatsApp,Forward this message and win prize,1,5,1,0,0,46,3,0,0,1
Email,Meeting scheduled tomorrow,1,3,2,0,0,50,2,0,0,0
WhatsApp,Forward this message and win prize,1,6,2,0,0,51,3,0,0,1
SMS,OTP for login is 445566,0,0,9,0,0,16,5,0,0,0
Website Review,Fake review buy now,1,6,6,0,0.9,37,4,3,1,1
Email,Your account suspended click link,3,5,3,0,0,2,7,0,0,1
Instagram,Free followers now,3,9,28,4.85,0,2,0,0,1033,1
SMS,"Win ₹50,000 now click here",3,3,7,0,0,39,7,0,0,1
Instagram,Free followers now,0,4,30,0.31,0,41,3,0,1381,1
SMS,OTP for login is 445566,0,2,6,0,0,41,4,0,0,0
Email,Meeting scheduled tomorrow,1,2,10,0,0,13,4,0,0,0
Email,Meeting scheduled tomorrow,0,2,6,0,0,25,0,0,0,0
YouTube,Very informative tutorial,1,4,9,0,0,23,0,0,1996,0
Email,Meeting scheduled tomorrow,0,4,2,0,0,9,0,0,0,0
WhatsApp,Forward this message and win prize,1,1,7,0,0,64,4,0,0,1
Instagram,Amazing photography,0,7,5,4.21,0,44,0,0,1423,0
YouTube,Earn money fast click here,4,6,3,0,0,24,1,0,64,1
SMS,OTP for login is 445566,0,1,4,0,0,21,1,0,0,0
WhatsApp,Family meeting at 6 PM,2,3,7,0,0,37,4,0,0,0
WhatsApp,Forward this message and win prize,3,4,8,0,0,74,2,0,0,1
WhatsApp,Forward this message and win prize,2,1,0,0,0,35,3,0,0,1
SMS,"Win ₹50,000 now click here",1,0,1,0,0,26,6,0,0,1
WhatsApp,Forward this message and win prize,2,3,0,0,0,70,5,0,0,1
YouTube,Earn money fast click here,3,6,2,0,0,48,1,0,1614,1
Website Review,Best product ever highly recommended,0,4,1,0,0.31,36,5,4,207,0
Instagram,Amazing photography,1,4,13,4.33,0,38,0,0,736,0
Email,Your account suspended click link,2,3,4,0,0,0,9,0,0,1
Instagram,Free followers now,2,7,30,3.47,0,3,1,0,1631,1
YouTube,Very informative tutorial,1,5,1,0,0,44,0,0,1856,0
Website Review,Fake review buy now,1,6,6,0,0.91,47,5,3,956,1
SMS,"Win ₹50,000 now click here",1,4,5,0,0,17,3,0,0,1
Website Review,Best product ever highly recommended,1,4,1,0,0.77,7,3,5,1447,0
Website Review,Best product ever highly recommended,0,4,9,0,0.12,26,2,4,1687,0
WhatsApp,Forward this message and win prize,2,3,4,0,0,69,5,0,0,1
Email,Meeting scheduled tomorrow,0,1,8,0,0,37,4,0,0,0
Email,Your account suspended click link,4,1,6,0,0,37,7,0,0,1
SMS,OTP for login is 445566,0,0,6,0,0,29,0,0,0,0
Instagram,Amazing photography,1,5,15,2.37,0,32,1,0,1988,0
Email,Your account suspended click link,3,1,10,0,0,6,8,0,0,1
Instagram,Free followers now,3,6,28,1.53,0,46,4,0,1085,1
Instagram,Amazing photography,2,4,12,0.44,0,28,3,0,1343,0
YouTube,Earn money fast click here,3,7,4,0,0,14,1,0,916,1
YouTube,Very informative tutorial,1,3,4,0,0,34,4,0,295,0
Email,Meeting scheduled tomorrow,0,2,4,0,0,19,4,0,0,0
Website Review,Fake review buy now,3,7,4,0,0.47,29,2,4,1154,1
SMS,"Win ₹50,000 now click here",0,0,5,0,0,17,7,0,0,1
YouTube,Very informative tutorial,2,5,4,0,0,49,3,0,1665,0
WhatsApp,Forward this message and win prize,4,1,9,0,0,63,7,0,0,1
Email,Meeting scheduled tomorrow,1,0,8,0,0,18,0,0,0,0
YouTube,Earn money fast click here,2,8,6,0,0,1,3,0,285,1
Email,Meeting scheduled tomorrow,0,4,1,0,0,39,5,0,0,0
YouTube,Very informative tutorial,1,3,3,0,0,31,2,0,971,0
SMS,"Win ₹50,000 now click here",2,2,1,0,0,27,4,0,0,1
Website Review,Fake review buy now,0,3,6,0,0.19,39,0,5,1429,1
YouTube,Very informative tutorial,2,5,6,0,0,23,4,0,1487,0
WhatsApp,Forward this message and win prize,1,1,2,0,0,67,4,0,0,1
WhatsApp,Forward this message and win prize,2,1,5,0,0,48,4,0,0,1
YouTube,Earn money fast click here,3,10,0,0,0,20,1,0,1458,1
SMS,"Win ₹50,000 now click here",3,5,8,0,0,24,5,0,0,1
Email,Meeting scheduled tomorrow,1,5,1,0,0,1,2,0,0,0
SMS,OTP for login is 445566,2,2,7,0,0,13,2,0,0,0
WhatsApp,Forward this message and win prize,4,4,10,0,0,41,3,0,0,1
YouTube,Earn money fast click here,4,9,6,0,0,49,2,0,1330,1
SMS,OTP for login is 445566,0,4,8,0,0,42,2,0,0,0
Instagram,Amazing photography,0,4,6,3.01,0,34,5,0,340,0
WhatsApp,Family meeting at 6 PM,2,4,7,0,0,46,5,0,0,0
YouTube,Earn money fast click here,4,8,6,0,0,30,2,0,1310,1
YouTube,Very informative tutorial,0,5,2,0,0,21,3,0,707,0
SMS,OTP for login is 445566,1,2,1,0,0,39,2,0,0,0
Website Review,Best product ever highly recommended,1,5,5,0,0.87,24,0,3,1830,0
Instagram,Amazing photography,0,5,15,1.52,0,24,1,0,1072,0
SMS,"Win ₹50,000 now click here",2,3,9,0,0,32,5,0,0,1
Instagram,Amazing photography,0,2,15,2.76,0,29,3,0,1773,0
Instagram,Free followers now,1,8,30,3.49,0,16,5,0,108,1
SMS,OTP for login is 445566,2,5,4,0,0,32,2,0,0,0
YouTube,Very informative tutorial,0,1,1,0,0,48,1,0,1956,0
YouTube,Very informative tutorial,2,1,4,0,0,13,4,0,1937,0
SMS,"Win ₹50,000 now click here",3,1,7,0,0,47,3,0,0,1
YouTube,Very informative tutorial,2,2,4,0,0,21,1,0,254,0
Website Review,Best product ever highly recommended,0,1,2,0,0.38,14,4,5,587,0
YouTube,Earn money fast click here,4,9,8,0,0,31,5,0,1733,1
SMS,OTP for login is 445566,0,0,6,0,0,47,5,0,0,0
YouTube,Earn money fast click here,4,5,5,0,0,30,4,0,39,1
SMS,"Win ₹50,000 now click here",2,3,1,0,0,33,5,0,0,1
Website Review,Fake review buy now,3,3,4,0,0.56,39,1,1,1968,1
YouTube,Very informative tutorial,0,2,7,0,0,43,1,0,1347,0
YouTube,Very informative tutorial,2,6,7,0,0,2,2,0,1731,0
Email,Your account suspended click link,5,2,6,0,0,8,10,0,0,1
SMS,"Win ₹50,000 now click here",3,1,8,0,0,31,4,0,0,1
WhatsApp,Forward this message and win prize,4,1,3,0,0,65,5,0,0,1
Website Review,Fake review buy now,1,7,1,0,0.44,4,0,5,234,1
YouTube,Earn money fast click here,3,5,7,0,0,46,5,0,1104,1
Instagram,Amazing photography,2,5,10,3.56,0,5,0,0,284,0
SMS,"Win ₹50,000 now click here",1,3,5,0,0,13,3,0,0,1
Instagram,Amazing photography,1,7,5,2.55,0,30,2,0,1177,0
Instagram,Amazing photography,0,4,12,4.88,0,34,2,0,1736,0
YouTube,Very informative tutorial,2,3,4,0,0,29,4,0,530,0
YouTube,Earn money fast click here,3,7,1,0,0,3,4,0,87,1
SMS,OTP for login is 445566,0,0,4,0,0,35,3,0,0,0
Email,Your account suspended click link,2,1,2,0,0,13,7,0,0,1
YouTube,Earn money fast click here,3,10,10,0,0,40,1,0,1510,1
Instagram,Amazing photography,2,5,9,2.93,0,6,0,0,59,0
Website Review,Fake review buy now,1,4,8,0,0.27,41,1,1,1169,1
Email,Your account suspended click link,5,2,0,0,0,41,9,0,0,1
YouTube,Very informative tutorial,0,3,4,0,0,1,2,0,1504,0
SMS,"Win ₹50,000 now click here",2,1,1,0,0,20,8,0,0,1
Instagram,Free followers now,3,7,25,4.59,0,48,5,0,31,1
Email,Your account suspended click link,5,3,2,0,0,21,8,0,0,1
Instagram,Amazing photography,1,5,8,3.13,0,44,2,0,1657,0
Website Review,Fake review buy now,1,5,4,0,0.33,25,0,4,956,1
Website Review,Best product ever highly recommended,1,4,3,0,0.88,46,4,1,264,0
Email,Meeting scheduled tomorrow,0,4,9,0,0,45,1,0,0,0
Email,Your account suspended click link,2,0,5,0,0,43,5,0,0,1
Email,Meeting scheduled tomorrow,1,3,9,0,0,39,3,0,0,0
Instagram,Free followers now,3,9,22,1.92,0,37,4,0,1828,1
SMS,OTP for login is 445566,2,4,3,0,0,27,4,0,0,0
SMS,OTP for login is 445566,0,1,1,0,0,15,2,0,0,0
Instagram,Amazing photography,2,5,13,3.32,0,15,2,0,1493,0
SMS,OTP for login is 445566,0,2,1,0,0,25,4,0,0,0
YouTube,Very informative tutorial,2,5,8,0,0,4,2,0,1444,0
Email,Your account suspended click link,5,1,3,0,0,34,8,0,0,1
SMS,OTP for login is 445566,0,3,5,0,0,2,4,0,0,0
SMS,OTP for login is 445566,2,3,5,0,0,46,3,0,0,0
Email,Meeting scheduled tomorrow,0,4,5,0,0,19,2,0,0,0
Website Review,Best product ever highly recommended,0,4,10,0,0.5,15,1,4,1396,0
Instagram,Amazing photography,0,4,14,0.42,0,40,4,0,867,0
WhatsApp,Family meeting at 6 PM,0,0,10,0,0,46,2,0,0,0
Email,Meeting scheduled tomorrow,0,0,4,0,0,30,0,0,0,0
Website Review,Best product ever highly recommended,1,3,3,0,0.81,27,1,4,1831,0
Website Review,Fake review buy now,0,3,3,0,0.95,0,4,2,1328,1
SMS,OTP for login is 445566,2,2,2,0,0,24,4,0,0,0
Website Review,Fake review buy now,1,4,2,0,0.81,6,1,2,1208,1
Email,Meeting scheduled tomorrow,1,1,4,0,0,4,5,0,0,0
Instagram,Free followers now,0,7,20,3.85,0,24,3,0,1484,1
WhatsApp,Family meeting at 6 PM,0,2,5,0,0,15,1,0,0,0
Instagram,Free followers now,2,7,28,2.96,0,29,1,0,588,1
Website Review,Fake review buy now,1,4,2,0,0.77,36,3,3,1221,1
Website Review,Best product ever highly recommended,0,5,9,0,0.75,31,4,1,626,0
WhatsApp,Family meeting at 6 PM,0,0,2,0,0,44,0,0,0,0
Email,Meeting scheduled tomorrow,0,0,6,0,0,22,2,0,0,0
Instagram,Free followers now,2,5,23,0.57,0,11,1,0,476,1
Email,Meeting scheduled tomorrow,0,0,10,0,0,31,2,0,0,0
Email,Meeting scheduled tomorrow,1,2,3,0,0,4,0,0,0,0
YouTube,Earn money fast click here,4,7,7,0,0,17,0,0,17,1
Email,Your account suspended click link,3,5,8,0,0,12,8,0,0,1
Website Review,Best product ever highly recommended,2,1,4,0,0.68,0,3,2,1873,0
Email,Meeting scheduled tomorrow,0,5,8,0,0,46,5,0,0,0
WhatsApp,Forward this message and win prize,3,4,7,0,0,49,2,0,0,1
Email,Your account suspended click link,4,3,7,0,0,46,8,0,0,1
YouTube,Earn money fast click here,2,7,3,0,0,40,5,0,1499,1
Email,Meeting scheduled tomorrow,2,0,2,0,0,10,5,0,0,0
Email,Meeting scheduled tomorrow,2,0,2,0,0,36,4,0,0,0
Instagram,Amazing photography,0,4,7,3.73,0,28,3,0,1530,0
SMS,OTP for login is 445566,0,3,3,0,0,5,0,0,0,0
YouTube,Earn money fast click here,4,6,9,0,0,20,1,0,228,1
Instagram,Amazing photography,0,6,8,1.5,0,27,1,0,1158,0
Website Review,Best product ever highly recommended,0,6,0,0,0.38,3,2,5,1758,0
Website Review,Fake review buy now,0,7,9,0,0.47,24,3,3,1396,1
Instagram,Free followers now,2,6,25,2.04,0,9,3,0,378,1
Instagram,Free followers now,0,9,28,0.37,0,23,0,0,1324,1
SMS,"Win ₹50,000 now click here",2,0,8,0,0,32,6,0,0,1
Instagram,Amazing photography,1,3,7,1.97,0,50,0,0,817,0
Website Review,Best product ever highly recommended,2,1,5,0,1,0,3,4,1345,0
SMS,"Win ₹50,000 now click here",0,0,9,0,0,32,3,0,0,1
Email,Meeting scheduled tomorrow,0,1,4,0,0,38,2,0,0,0
Instagram,Free followers now,2,4,28,2.05,0,33,2,0,1969,1
SMS,"Win ₹50,000 now click here",0,4,2,0,0,1,3,0,0,1
Email,Meeting scheduled tomorrow,0,4,3,0,0,48,3,0,0,0
WhatsApp,Forward this message and win prize,1,2,0,0,0,40,6,0,0,1
Email,Meeting scheduled tomorrow,0,3,4,0,0,4,2,0,0,0
Instagram,Amazing photography,1,3,9,1.8,0,11,5,0,307,0
Instagram,Free followers now,2,8,25,0.64,0,9,3,0,1277,1
WhatsApp,Forward this message and win prize,3,4,4,0,0,54,4,0,0,1
YouTube,Earn money fast click here,3,9,7,0,0,2,2,0,427,1
Email,Your account suspended click link,4,3,3,0,0,17,8,0,0,1
Email,Meeting scheduled tomorrow,1,2,1,0,0,15,4,0,0,0
SMS,OTP for login is 445566,0,5,6,0,0,39,2,0,0,0
Instagram,Amazing photography,0,7,8,2.09,0,38,1,0,215,0
YouTube,Very informative tutorial,2,6,9,0,0,5,5,0,1393,0
Email,Meeting scheduled tomorrow,0,5,10,0,0,9,1,0,0,0
SMS,OTP for login is 445566,0,4,8,0,0,10,0,0,0,0
YouTube,Earn money fast click here,1,5,10,0,0,8,0,0,1949,1
SMS,"Win ₹50,000 now click here",2,3,0,0,0,37,8,0,0,1
YouTube,Very informative tutorial,0,2,7,0,0,23,5,0,712,0
Email,Meeting scheduled tomorrow,1,0,6,0,0,1,2,0,0,0
YouTube,Earn money fast click here,1,9,5,0,0,6,5,0,752,1
Instagram,Free followers now,2,9,23,1.93,0,3,2,0,438,1
YouTube,Earn money fast click here,4,9,8,0,0,2,1,0,1228,1
YouTube,Very informative tutorial,0,3,8,0,0,12,4,0,416,0
Instagram,Free followers now,3,7,25,3.62,0,31,5,0,1116,1
YouTube,Very informative tutorial,1,4,1,0,0,22,5,0,14,0
WhatsApp,Family meeting at 6 PM,0,3,5,0,0,45,0,0,0,0
YouTube,Earn money fast click here,2,5,9,0,0,44,1,0,1678,1
Website Review,Fake review buy now,0,2,4,0,0.72,17,2,4,1369,1
Website Review,Best product ever highly recommended,0,5,7,0,0.87,8,2,5,296,0
Website Review,Fake review buy now,3,5,4,0,0.71,40,2,4,314,1
WhatsApp,Forward this message and win prize,3,4,7,0,0,58,6,0,0,1
Instagram,Amazing photography,1,4,15,0.84,0,10,3,0,40,0
YouTube,Very informative tutorial,0,5,6,0,0,17,1,0,88,0
Email,Your account suspended click link,4,2,6,0,0,16,9,0,0,1
WhatsApp,Family meeting at 6 PM,0,2,8,0,0,8,3,0,0,0
Instagram,Amazing photography,1,4,10,1.84,0,31,2,0,198,0
YouTube,Very informative tutorial,2,4,9,0,0,15,2,0,255,0
SMS,"Win ₹50,000 now click here",3,3,10,0,0,43,5,0,0,1
Instagram,Free followers now,0,7,26,1.64,0,28,3,0,1510,1
Website Review,Fake review buy now,3,3,9,0,0.32,30,0,4,604,1
SMS,"Win ₹50,000 now click here",2,4,2,0,0,30,5,0,0,1
SMS,OTP for login is 445566,0,5,3,0,0,30,3,0,0,0
Website Review,Fake review buy now,2,7,10,0,0.68,0,2,3,1326,1
Website Review,Best product ever highly recommended,0,2,7,0,0.47,7,3,4,1187,0
SMS,OTP for login is 445566,0,2,0,0,0,11,2,0,0,0
WhatsApp,Forward this message and win prize,3,3,6,0,0,35,7,0,0,1
Instagram,Free followers now,2,6,23,1.17,0,2,4,0,829,1
SMS,"Win ₹50,000 now click here",2,4,9,0,0,6,8,0,0,1
WhatsApp,Family meeting at 6 PM,0,5,1,0,0,24,4,0,0,0
YouTube,Very informative tutorial,0,1,8,0,0,8,3,0,1766,0
Instagram,Amazing photography,0,6,8,0.47,0,7,2,0,500,0
SMS,OTP for login is 445566,0,3,9,0,0,17,5,0,0,0
Instagram,Amazing photography,0,6,15,0.74,0,8,3,0,255,0
SMS,"Win ₹50,000 now click here",2,1,0,0,0,32,3,0,0,1
YouTube,Earn money fast click here,4,7,1,0,0,25,0,0,858,1
Email,Meeting scheduled tomorrow,0,0,2,0,0,43,1,0,0,0
YouTube,Earn money fast click here,3,9,3,0,0,50,3,0,973,1
Website Review,Best product ever highly recommended,0,2,7,0,0.1,50,3,3,1408,0
YouTube,Very informative tutorial,0,3,3,0,0,36,2,0,1458,0
WhatsApp,Forward this message and win prize,4,1,7,0,0,66,7,0,0,1
YouTube,Very informative tutorial,0,2,8,0,0,23,3,0,419,0
Website Review,Fake review buy now,0,7,8,0,0.76,4,4,2,1587,1
YouTube,Earn money fast click here,1,9,7,0,0,1,5,0,1392,1
Instagram,Amazing photography,1,4,9,4.72,0,21,2,0,224,0
WhatsApp,Family meeting at 6 PM,1,1,9,0,0,43,4,0,0,0
Email,Your account suspended click link,5,3,6,0,0,31,5,0,0,1
WhatsApp,Family meeting at 6 PM,2,5,9,0,0,48,2,0,0,0
Website Review,Best product ever highly recommended,0,2,5,0,0.9,21,0,3,936,0
SMS,OTP for login is 445566,0,0,8,0,0,22,5,0,0,0
Instagram,Free followers now,3,5,27,0.18,0,18,2,0,1179,1
WhatsApp,Forward this message and win prize,3,1,1,0,0,68,7,0,0,1
Email,Meeting scheduled tomorrow,1,2,9,0,0,17,0,0,0,0
Email,Meeting scheduled tomorrow,1,5,6,0,0,38,5,0,0,0
Email,Your account suspended click link,5,2,8,0,0,29,10,0,0,1
YouTube,Earn money fast click here,3,7,4,0,0,23,3,0,58,1
Website Review,Best product ever highly recommended,0,2,4,0,0.73,37,4,3,1468,0
Email,Your account suspended click link,2,2,2,0,0,39,6,0,0,1
Instagram,Amazing photography,2,5,8,2.89,0,23,1,0,304,0
Email,Your account suspended click link,5,0,10,0,0,47,5,0,0,1
WhatsApp,Forward this message and win prize,1,4,1,0,0,57,2,0,0,1
Website Review,Fake review buy now,1,4,4,0,0.59,21,1,2,209,1
SMS,OTP for login is 445566,1,5,9,0,0,36,1,0,0,0
SMS,"Win ₹50,000 now click here",1,3,2,0,0,41,8,0,0,1
Instagram,Free followers now,1,7,28,0.38,0,12,2,0,1847,1
Instagram,Free followers now,3,7,21,3.54,0,18,4,0,1215,1
SMS,"Win ₹50,000 now click here",2,0,9,0,0,44,3,0,0,1
Email,Meeting scheduled tomorrow,1,1,10,0,0,5,2,0,0,0
Instagram,Free followers now,1,8,21,2.68,0,30,4,0,1899,1
Instagram,Free followers now,1,8,29,0.16,0,8,4,0,1901,1
Website Review,Best product ever highly recommended,2,4,8,0,0.93,9,4,4,1473,0
Website Review,Fake review buy now,1,5,1,0,0.55,43,3,1,1747,1
SMS,OTP for login is 445566,1,1,7,0,0,46,5,0,0,0
SMS,"Win ₹50,000 now click here",1,1,6,0,0,28,5,0,0,1
Instagram,Amazing photography,1,2,14,4.83,0,6,3,0,1809,0
SMS,"Win ₹50,000 now click here",2,0,2,0,0,31,6,0,0,1
SMS,OTP for login is 445566,0,2,7,0,0,33,2,0,0,0
WhatsApp,Forward this message and win prize,1,3,1,0,0,50,3,0,0,1
SMS,"Win ₹50,000 now click here",1,4,7,0,0,17,6,0,0,1
Instagram,Free followers now,1,6,20,2.84,0,23,1,0,634,1
Instagram,Amazing photography,1,2,11,2.52,0,41,4,0,1302,0
YouTube,Very informative tutorial,1,1,6,0,0,41,1,0,1867,0
Website Review,Best product ever highly recommended,2,3,5,0,0.51,26,4,4,376,0
Instagram,Amazing photography,0,7,11,4,0,46,5,0,188,0
Instagram,Free followers now,2,8,26,3.47,0,21,1,0,1106,1
Instagram,Amazing photography,2,2,11,4.05,0,26,0,0,696,0
WhatsApp,Family meeting at 6 PM,1,3,4,0,0,2,1,0,0,0
WhatsApp,Family meeting at 6 PM,2,5,3,0,0,2,2,0,0,0
Email,Your account suspended click link,3,1,0,0,0,18,10,0,0,1
WhatsApp,Forward this message and win prize,1,5,2,0,0,51,3,0,0,1
Email,Your account suspended click link,5,3,10,0,0,47,10,0,0,1
YouTube,Earn money fast click here,1,8,7,0,0,44,0,0,1199,1
Website Review,Best product ever highly recommended,0,1,6,0,0.65,3,0,5,1625,0
Email,Meeting scheduled tomorrow,0,2,3,0,0,33,4,0,0,0
Website Review,Fake review buy now,0,2,6,0,0.8,37,3,1,1983,1
Instagram,Free followers now,3,8,21,0.89,0,21,4,0,1134,1
WhatsApp,Family meeting at 6 PM,1,4,1,0,0,45,3,0,0,0
SMS,"Win ₹50,000 now click here",0,4,2,0,0,27,8,0,0,1
Instagram,Free followers now,3,6,23,4.16,0,23,0,0,522,1
YouTube,Very informative tutorial,1,2,10,0,0,11,1,0,1802,0
Instagram,Free followers now,3,8,21,4.45,0,38,3,0,909,1
YouTube,Very informative tutorial,0,6,10,0,0,7,5,0,1684,0
Email,Meeting scheduled tomorrow,0,0,7,0,0,27,0,0,0,0
Website Review,Fake review buy now,1,6,2,0,0.22,50,5,5,710,1
Instagram,Amazing photography,0,7,14,0.2,0,27,4,0,454,0
Instagram,Amazing photography,0,5,13,3.73,0,50,3,0,1282,0
WhatsApp,Family meeting at 6 PM,2,5,8,0,0,44,2,0,0,0
SMS,"Win ₹50,000 now click here",3,2,1,0,0,43,6,0,0,1
YouTube,Very informative tutorial,1,6,1,0,0,49,1,0,135,0
WhatsApp,Family meeting at 6 PM,2,4,1,0,0,48,1,0,0,0
SMS,"Win ₹50,000 now click here",0,1,5,0,0,50,6,0,0,1
Website Review,Best product ever highly recommended,0,3,1,0,0.39,31,3,2,1453,0
Instagram,Amazing photography,2,3,15,0.92,0,46,3,0,983,0
Email,Your account suspended click link,5,1,8,0,0,48,6,0,0,1
Instagram,Free followers now,0,4,23,3.06,0,42,5,0,275,1
Instagram,Free followers now,1,4,30,4.45,0,40,2,0,902,1
YouTube,Earn money fast click here,1,10,4,0,0,12,3,0,1417,1
Website Review,Fake review buy now,0,6,0,0,0.77,4,2,3,413,1
SMS,"Win ₹50,000 now click here",2,0,6,0,0,5,8,0,0,1
Website Review,Fake review buy now,2,6,6,0,0.22,28,1,5,1102,1
SMS,OTP for login is 445566,2,3,7,0,0,50,3,0,0,0
YouTube,Very informative tutorial,0,3,4,0,0,38,2,0,1080,0
WhatsApp,Forward this message and win prize,3,6,0,0,0,45,5,0,0,1
SMS,"Win ₹50,000 now click here",3,3,10,0,0,5,3,0,0,1
YouTube,Very informative tutorial,1,6,8,0,0,39,3,0,1,0
YouTube,Very informative tutorial,0,5,2,0,0,48,1,0,691,0
WhatsApp,Family meeting at 6 PM,0,1,6,0,0,34,3,0,0,0
Website Review,Fake review buy now,3,7,4,0,0.22,0,4,3,205,1
WhatsApp,Forward this message and win prize,1,3,5,0,0,62,7,0,0,1
WhatsApp,Family meeting at 6 PM,0,3,2,0,0,11,4,0,0,0
Email,Your account suspended click link,3,2,3,0,0,22,6,0,0,1
Instagram,Free followers now,2,9,20,3.61,0,17,4,0,91,1
YouTube,Very informative tutorial,0,1,9,0,0,27,0,0,324,0
Website Review,Best product ever highly recommended,0,4,6,0,0.63,44,5,4,1396,0
SMS,OTP for login is 445566,0,1,3,0,0,31,1,0,0,0
Email,Meeting scheduled tomorrow,1,1,2,0,0,6,0,0,0,0
Instagram,Free followers now,2,7,25,3.49,0,32,5,0,799,1
WhatsApp,Family meeting at 6 PM,0,3,8,0,0,4,1,0,0,0
Email,Your account suspended click link,5,2,2,0,0,27,7,0,0,1
Website Review,Fake review buy now,1,5,5,0,0.89,49,1,3,1138,1
SMS,OTP for login is 445566,0,4,10,0,0,49,1,0,0,0
WhatsApp,Forward this message and win prize,2,1,5,0,0,64,5,0,0,1
Email,Meeting scheduled tomorrow,2,1,5,0,0,15,0,0,0,0
Email,Your account suspended click link,3,1,6,0,0,1,10,0,0,1
SMS,OTP for login is 445566,1,1,5,0,0,41,0,0,0,0
WhatsApp,Family meeting at 6 PM,1,3,2,0,0,17,1,0,0,0
YouTube,Very informative tutorial,2,2,4,0,0,37,2,0,232,0
Email,Meeting scheduled tomorrow,0,1,6,0,0,23,1,0,0,0
Email,Your account suspended click link,3,4,7,0,0,19,9,0,0,1
Instagram,Amazing photography,0,2,9,1.78,0,43,2,0,632,0
Website Review,Fake review buy now,3,4,1,0,0.41,9,1,1,1578,1
YouTube,Earn money fast click here,1,7,0,0,0,5,3,0,176,1
WhatsApp,Forward this message and win prize,1,1,1,0,0,39,5,0,0,1
Instagram,Free followers now,3,7,27,3.7,0,36,5,0,998,1
Instagram,Amazing photography,2,3,13,2.31,0,37,2,0,242,0
SMS,OTP for login is 445566,0,1,10,0,0,37,0,0,0,0
SMS,OTP for login is 445566,1,1,2,0,0,41,2,0,0,0
Website Review,Fake review buy now,1,3,4,0,0.32,32,0,1,210,1
Website Review,Fake review buy now,2,4,10,0,0.41,20,3,3,82,1
YouTube,Earn money fast click here,3,10,2,0,0,18,0,0,872,1
YouTube,Earn money fast click here,2,8,5,0,0,32,5,0,1220,1
Website Review,Fake review buy now,3,5,6,0,0.3,18,5,1,1944,1
Instagram,Free followers now,1,4,28,2.98,0,46,5,0,831,1
